label;geo_local_area;geom;geo_point_2d
1;Kensington-Cedar Cottage;"{""coordinates"": [-123.06003406185992, 49.248967216811735], ""type"": ""Point""}";49.248967216811735, -123.06003406185992
7;Kensington-Cedar Cottage;"{""coordinates"": [-123.0668506018703, 49.24854107571371], ""type"": ""Point""}";49.24854107571371, -123.0668506018703
11;Renfrew-Collingwood;"{""coordinates"": [-123.05736576829312, 49.23502949746465], ""type"": ""Point""}";49.23502949746465, -123.05736576829312
3;Kensington-Cedar Cottage;"{""coordinates"": [-123.06048880347537, 49.236311157542474], ""type"": ""Point""}";49.236311157542474, -123.06048880347537
N;Kensington-Cedar Cottage;"{""coordinates"": [-123.05780145771554, 49.243225223707725], ""type"": ""Point""}";49.243225223707725, -123.05780145771554
18;Victoria-Fraserview;"{""coordinates"": [-123.06709705530605, 49.21314800113212], ""type"": ""Point""}";49.21314800113212, -123.06709705530605
L;Victoria-Fraserview;"{""coordinates"": [-123.06693728338338, 49.20926146435699], ""type"": ""Point""}";49.20926146435699, -123.06693728338338
55;Victoria-Fraserview;"{""coordinates"": [-123.06315030982746, 49.217394064531526], ""type"": ""Point""}";49.217394064531526, -123.06315030982746
4;Victoria-Fraserview;"{""coordinates"": [-123.0627829587024, 49.227282332314175], ""type"": ""Point""}";49.227282332314175, -123.0627829587024
10;Grandview-Woodland;"{""coordinates"": [-123.06022381367865, 49.28695417044935], ""type"": ""Point""}";49.28695417044935, -123.06022381367865
2;Hastings-Sunrise;"{""coordinates"": [-123.0455784465036, 49.275946758578634], ""type"": ""Point""}";49.275946758578634, -123.0455784465036
7;Grandview-Woodland;"{""coordinates"": [-123.06695092851017, 49.27873034538252], ""type"": ""Point""}";49.27873034538252, -123.06695092851017
12;Grandview-Woodland;"{""coordinates"": [-123.06279948312465, 49.27696338682001], ""type"": ""Point""}";49.27696338682001, -123.06279948312465
6;Grandview-Woodland;"{""coordinates"": [-123.0646060988184, 49.27781794966239], ""type"": ""Point""}";49.27781794966239, -123.0646060988184
2;Grandview-Woodland;"{""coordinates"": [-123.0626753047725, 49.27859904824361], ""type"": ""Point""}";49.27859904824361, -123.0626753047725
49;Grandview-Woodland;"{""coordinates"": [-123.0628444065126, 49.2798260608743], ""type"": ""Point""}";49.2798260608743, -123.0628444065126
48;Grandview-Woodland;"{""coordinates"": [-123.0645174857935, 49.27979681300841], ""type"": ""Point""}";49.27979681300841, -123.0645174857935
45;Grandview-Woodland;"{""coordinates"": [-123.06088603140655, 49.280604157867984], ""type"": ""Point""}";49.280604157867984, -123.06088603140655
44;Grandview-Woodland;"{""coordinates"": [-123.05905908222054, 49.28058820413779], ""type"": ""Point""}";49.28058820413779, -123.05905908222054
39;Grandview-Woodland;"{""coordinates"": [-123.06263687978448, 49.281532540790074], ""type"": ""Point""}";49.281532540790074, -123.06263687978448
41;Hastings-Sunrise;"{""coordinates"": [-123.04827125354302, 49.26882234671925], ""type"": ""Point""}";49.26882234671925, -123.04827125354302
50;Hastings-Sunrise;"{""coordinates"": [-123.04599593630132, 49.270730471997666], ""type"": ""Point""}";49.270730471997666, -123.04599593630132
A;Hastings-Sunrise;"{""coordinates"": [-123.05081423123008, 49.270518640598574], ""type"": ""Point""}";49.270518640598574, -123.05081423123008
1;Hastings-Sunrise;"{""coordinates"": [-123.0480838956886, 49.27358998469163], ""type"": ""Point""}";49.27358998469163, -123.0480838956886
20;Hastings-Sunrise;"{""coordinates"": [-123.05354940170906, 49.26328612879598], ""type"": ""Point""}";49.26328612879598, -123.05354940170906
4;Hastings-Sunrise;"{""coordinates"": [-123.05084940241353, 49.26793117514877], ""type"": ""Point""}";49.26793117514877, -123.05084940241353
2;Renfrew-Collingwood;"{""coordinates"": [-123.05378223933806, 49.24913746360747], ""type"": ""Point""}";49.24913746360747, -123.05378223933806
1;Renfrew-Collingwood;"{""coordinates"": [-123.04563390182152, 49.249977012763516], ""type"": ""Point""}";49.249977012763516, -123.04563390182152
3;Renfrew-Collingwood;"{""coordinates"": [-123.05016740442407, 49.25003391693613], ""type"": ""Point""}";49.25003391693613, -123.05016740442407
A;Renfrew-Collingwood;"{""coordinates"": [-123.04830407256651, 49.25722663211388], ""type"": ""Point""}";49.25722663211388, -123.04830407256651
D;Renfrew-Collingwood;"{""coordinates"": [-123.04818900441391, 49.254799321110994], ""type"": ""Point""}";49.254799321110994, -123.04818900441391
C;Renfrew-Collingwood;"{""coordinates"": [-123.04833973602817, 49.25576389624164], ""type"": ""Point""}";49.25576389624164, -123.04833973602817
Q;Renfrew-Collingwood;"{""coordinates"": [-123.05374726100612, 49.25430653974232], ""type"": ""Point""}";49.25430653974232, -123.05374726100612
B;Renfrew-Collingwood;"{""coordinates"": [-123.04808711321978, 49.240913051029544], ""type"": ""Point""}";49.240913051029544, -123.04808711321978
17;Renfrew-Collingwood;"{""coordinates"": [-123.05009069724049, 49.242408395699975], ""type"": ""Point""}";49.242408395699975, -123.05009069724049
6;Renfrew-Collingwood;"{""coordinates"": [-123.05430748512778, 49.2409793778279], ""type"": ""Point""}";49.2409793778279, -123.05430748512778
9;Renfrew-Collingwood;"{""coordinates"": [-123.05622091771701, 49.24138910418108], ""type"": ""Point""}";49.24138910418108, -123.05622091771701
8;Renfrew-Collingwood;"{""coordinates"": [-123.05559491822972, 49.24223965505316], ""type"": ""Point""}";49.24223965505316, -123.05559491822972
1;Renfrew-Collingwood;"{""coordinates"": [-123.04761015355582, 49.24519366776474], ""type"": ""Point""}";49.24519366776474, -123.04761015355582
9;Renfrew-Collingwood;"{""coordinates"": [-123.05120221389367, 49.24507744239733], ""type"": ""Point""}";49.24507744239733, -123.05120221389367
2;Renfrew-Collingwood;"{""coordinates"": [-123.05096248951276, 49.249124439432194], ""type"": ""Point""}";49.249124439432194, -123.05096248951276
3;Killarney;"{""coordinates"": [-123.04880619990276, 49.22713318611625], ""type"": ""Point""}";49.22713318611625, -123.04880619990276
1;Victoria-Fraserview;"{""coordinates"": [-123.053068274717, 49.22878635367115], ""type"": ""Point""}";49.22878635367115, -123.053068274717
F;Renfrew-Collingwood;"{""coordinates"": [-123.05276862527634, 49.234930654176964], ""type"": ""Point""}";49.234930654176964, -123.05276862527634
3;Renfrew-Collingwood;"{""coordinates"": [-123.04899812571757, 49.239118648353184], ""type"": ""Point""}";49.239118648353184, -123.04899812571757
1;Renfrew-Collingwood;"{""coordinates"": [-123.05431132306731, 49.23938027404671], ""type"": ""Point""}";49.23938027404671, -123.05431132306731
L;Renfrew-Collingwood;"{""coordinates"": [-123.05539059022988, 49.24013353588222], ""type"": ""Point""}";49.24013353588222, -123.05539059022988
6;Victoria-Fraserview;"{""coordinates"": [-123.05175873919234, 49.22136693401168], ""type"": ""Point""}";49.22136693401168, -123.05175873919234
3;Victoria-Fraserview;"{""coordinates"": [-123.05358215456417, 49.22140685117724], ""type"": ""Point""}";49.22140685117724, -123.05358215456417
8;Victoria-Fraserview;"{""coordinates"": [-123.0532031095166, 49.226201251593324], ""type"": ""Point""}";49.226201251593324, -123.0532031095166
11;Victoria-Fraserview;"{""coordinates"": [-123.05254824672345, 49.22542373990978], ""type"": ""Point""}";49.22542373990978, -123.05254824672345
B;Killarney;"{""coordinates"": [-123.04875185451604, 49.22650705788828], ""type"": ""Point""}";49.22650705788828, -123.04875185451604
1;Killarney;"{""coordinates"": [-123.04727871254417, 49.23059690595886], ""type"": ""Point""}";49.23059690595886, -123.04727871254417
9;Killarney;"{""coordinates"": [-123.04725547505797, 49.23002391764247], ""type"": ""Point""}";49.23002391764247, -123.04725547505797
39;Hastings-Sunrise;"{""coordinates"": [-123.05080127192885, 49.28252986153857], ""type"": ""Point""}";49.28252986153857, -123.05080127192885
32;Hastings-Sunrise;"{""coordinates"": [-123.04560604409026, 49.28327359090768], ""type"": ""Point""}";49.28327359090768, -123.04560604409026
35;Hastings-Sunrise;"{""coordinates"": [-123.05338616786922, 49.283295426856114], ""type"": ""Point""}";49.283295426856114, -123.05338616786922
22;Hastings-Sunrise;"{""coordinates"": [-123.04798768086758, 49.28417884506066], ""type"": ""Point""}";49.28417884506066, -123.04798768086758
15;Hastings-Sunrise;"{""coordinates"": [-123.04813259427468, 49.28509567159154], ""type"": ""Point""}";49.28509567159154, -123.04813259427468
6;Killarney;"{""coordinates"": [-123.05477401065339, 49.20637345764896], ""type"": ""Point""}";49.20637345764896, -123.05477401065339
5;Killarney;"{""coordinates"": [-123.05554553945177, 49.20632496438252], ""type"": ""Point""}";49.20632496438252, -123.05554553945177
67;Killarney;"{""coordinates"": [-123.05169628402592, 49.206371448928294], ""type"": ""Point""}";49.206371448928294, -123.05169628402592
1;Hastings-Sunrise;"{""coordinates"": [-123.04811304646009, 49.27690396997259], ""type"": ""Point""}";49.27690396997259, -123.04811304646009
2;Hastings-Sunrise;"{""coordinates"": [-123.05066214967889, 49.27690485038843], ""type"": ""Point""}";49.27690485038843, -123.05066214967889
1;Hastings-Sunrise;"{""coordinates"": [-123.05247076326326, 49.27691347020476], ""type"": ""Point""}";49.27691347020476, -123.05247076326326
P;Renfrew-Collingwood;"{""coordinates"": [-123.03524946245746, 49.25501988772941], ""type"": ""Point""}";49.25501988772941, -123.03524946245746
19;Hastings-Sunrise;"{""coordinates"": [-123.037857552621, 49.26323977691428], ""type"": ""Point""}";49.26323977691428, -123.037857552621
11;Hastings-Sunrise;"{""coordinates"": [-123.04040279881464, 49.26415998781258], ""type"": ""Point""}";49.26415998781258, -123.04040279881464
12;Hastings-Sunrise;"{""coordinates"": [-123.04271489543413, 49.264166910042874], ""type"": ""Point""}";49.264166910042874, -123.04271489543413
5;Hastings-Sunrise;"{""coordinates"": [-123.03781313679218, 49.26504699973447], ""type"": ""Point""}";49.26504699973447, -123.03781313679218
60;Hastings-Sunrise;"{""coordinates"": [-123.042904191379, 49.26607264429744], ""type"": ""Point""}";49.26607264429744, -123.042904191379
64;Hastings-Sunrise;"{""coordinates"": [-123.04029651286035, 49.26865263242102], ""type"": ""Point""}";49.26865263242102, -123.04029651286035
1;Renfrew-Collingwood;"{""coordinates"": [-123.040452851794, 49.24767345732441], ""type"": ""Point""}";49.24767345732441, -123.040452851794
3;Renfrew-Collingwood;"{""coordinates"": [-123.04029957021837, 49.24907963591939], ""type"": ""Point""}";49.24907963591939, -123.04029957021837
F;Renfrew-Collingwood;"{""coordinates"": [-123.03781594252786, 49.25344714374797], ""type"": ""Point""}";49.25344714374797, -123.03781594252786
L;Renfrew-Collingwood;"{""coordinates"": [-123.03525853765265, 49.251766628739645], ""type"": ""Point""}";49.251766628739645, -123.03525853765265
K;Renfrew-Collingwood;"{""coordinates"": [-123.03521526169807, 49.250929600444145], ""type"": ""Point""}";49.250929600444145, -123.03521526169807
135;Renfrew-Collingwood;"{""coordinates"": [-123.04345746890804, 49.24231180088127], ""type"": ""Point""}";49.24231180088127, -123.04345746890804
142;Renfrew-Collingwood;"{""coordinates"": [-123.03995013196695, 49.240954291238886], ""type"": ""Point""}";49.240954291238886, -123.03995013196695
40;Renfrew-Collingwood;"{""coordinates"": [-123.03482167361103, 49.24115780403911], ""type"": ""Point""}";49.24115780403911, -123.03482167361103
32;Renfrew-Collingwood;"{""coordinates"": [-123.03930730019158, 49.24180056792836], ""type"": ""Point""}";49.24180056792836, -123.03930730019158
92;Renfrew-Collingwood;"{""coordinates"": [-123.04054531899085, 49.23827076733727], ""type"": ""Point""}";49.23827076733727, -123.04054531899085
77;Renfrew-Collingwood;"{""coordinates"": [-123.03548677066149, 49.237813440641844], ""type"": ""Point""}";49.237813440641844, -123.03548677066149
98;Renfrew-Collingwood;"{""coordinates"": [-123.04090578446325, 49.239940157252], ""type"": ""Point""}";49.239940157252, -123.04090578446325
111;Renfrew-Collingwood;"{""coordinates"": [-123.04499523580077, 49.23982445127761], ""type"": ""Point""}";49.23982445127761, -123.04499523580077
122;Renfrew-Collingwood;"{""coordinates"": [-123.04503083796287, 49.24410816762941], ""type"": ""Point""}";49.24410816762941, -123.04503083796287
26;Renfrew-Collingwood;"{""coordinates"": [-123.03742479986605, 49.23592688582302], ""type"": ""Point""}";49.23592688582302, -123.03742479986605
83;Renfrew-Collingwood;"{""coordinates"": [-123.03813479028857, 49.23722536930583], ""type"": ""Point""}";49.23722536930583, -123.03813479028857
1;Killarney;"{""coordinates"": [-123.04234668950475, 49.23041513606369], ""type"": ""Point""}";49.23041513606369, -123.04234668950475
9;Killarney;"{""coordinates"": [-123.0381303957485, 49.20538315765783], ""type"": ""Point""}";49.20538315765783, -123.0381303957485
71;Killarney;"{""coordinates"": [-123.0435734809237, 49.21146753602253], ""type"": ""Point""}";49.21146753602253, -123.0435734809237
8;Killarney;"{""coordinates"": [-123.04347683896046, 49.22113253103673], ""type"": ""Point""}";49.22113253103673, -123.04347683896046
6;Killarney;"{""coordinates"": [-123.04014067430408, 49.22268549442532], ""type"": ""Point""}";49.22268549442532, -123.04014067430408
10;Killarney;"{""coordinates"": [-123.0401151396475, 49.22435955842257], ""type"": ""Point""}";49.22435955842257, -123.0401151396475
14;Killarney;"{""coordinates"": [-123.03992207133987, 49.22872426137859], ""type"": ""Point""}";49.22872426137859, -123.03992207133987
E;Renfrew-Collingwood;"{""coordinates"": [-123.02612151700257, 49.26036559456627], ""type"": ""Point""}";49.26036559456627, -123.02612151700257
7;Hastings-Sunrise;"{""coordinates"": [-123.03208196184184, 49.26503045497542], ""type"": ""Point""}";49.26503045497542, -123.03208196184184
89;Hastings-Sunrise;"{""coordinates"": [-123.03248843790726, 49.268790793228526], ""type"": ""Point""}";49.268790793228526, -123.03248843790726
1;Hastings-Sunrise;"{""coordinates"": [-123.0249264932724, 49.27437583438082], ""type"": ""Point""}";49.27437583438082, -123.0249264932724
6;Hastings-Sunrise;"{""coordinates"": [-123.02907806771147, 49.27356118650961], ""type"": ""Point""}";49.27356118650961, -123.02907806771147
1;Hastings-Sunrise;"{""coordinates"": [-123.03486034763425, 49.27854484385428], ""type"": ""Point""}";49.27854484385428, -123.03486034763425
69;Hastings-Sunrise;"{""coordinates"": [-123.03763201450661, 49.279481173224426], ""type"": ""Point""}";49.279481173224426, -123.03763201450661
2;Renfrew-Collingwood;"{""coordinates"": [-123.03230140554221, 49.24654688875418], ""type"": ""Point""}";49.24654688875418, -123.03230140554221
17;Renfrew-Collingwood;"{""coordinates"": [-123.03050102692721, 49.252055317066194], ""type"": ""Point""}";49.252055317066194, -123.03050102692721
A;Renfrew-Collingwood;"{""coordinates"": [-123.02511859414547, 49.24963606089752], ""type"": ""Point""}";49.24963606089752, -123.02511859414547
3;Renfrew-Collingwood;"{""coordinates"": [-123.02471551095609, 49.257510931814885], ""type"": ""Point""}";49.257510931814885, -123.02471551095609
18;Renfrew-Collingwood;"{""coordinates"": [-123.02434801672757, 49.257773247293535], ""type"": ""Point""}";49.257773247293535, -123.02434801672757
24;Renfrew-Collingwood;"{""coordinates"": [-123.02686410040934, 49.256029291190295], ""type"": ""Point""}";49.256029291190295, -123.02686410040934
21;Renfrew-Collingwood;"{""coordinates"": [-123.03329818307168, 49.25785092796592], ""type"": ""Point""}";49.25785092796592, -123.03329818307168
4;Renfrew-Collingwood;"{""coordinates"": [-123.02939828973929, 49.25846051222693], ""type"": ""Point""}";49.25846051222693, -123.02939828973929
4;Renfrew-Collingwood;"{""coordinates"": [-123.02737218711945, 49.24481720929461], ""type"": ""Point""}";49.24481720929461, -123.02737218711945
70;Renfrew-Collingwood;"{""coordinates"": [-123.03219576375223, 49.24131237527727], ""type"": ""Point""}";49.24131237527727, -123.03219576375223
